product_name,sales_price,discount_price,images,category,reviews
Good as Gold Woman Eau de Parfum,"NGN 43,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F38533%2F38533.png%3Fversion%3D1665990900&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,fragrance,139
Man Eau de Parfum,"NGN 30,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F38538%2F38538.png%3Fversion%3D1650444302&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,fragrance,119
Man Anti-perspirant Roll-On Deodorant,"NGN 4,790.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F42204%2F42204.png%3Fversion%3D1651053601&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,fragrance,126
Intense Fragranced Body Spray,"NGN 8,690.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F38913%2F38913.png%3Fversion%3D1595845817&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,fragrance,96
Woman Eau de Parfum,"NGN 30,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F38531%2F38531.png%3Fversion%3D1651052700&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,fragrance,153
Nuit Eau de Parfum for her,"NGN 30,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F40788%2F40788.png%3Fversion%3D1643101200&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,fragrance,201
Nuit Eau de Parfum for him,"NGN 30,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F40790%2F40790.png%3Fversion%3D1660299301&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,fragrance,197
Mister Giordani Anti-perspirant Roll-On Deodorant,"NGN 4,790.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F42524%2F42524.png%3Fversion%3D1620137700&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,fragrance,175
Essenza Perfumed Body Spray,"NGN 8,290.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F42806%2F42806.png%3Fversion%3D1611306005&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,fragrance,145
Exclusive Eau de Parfum,"NGN 43,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F38498%2F38498.png%3Fversion%3D1697531400&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,fragrance,249
Absolute Eau de Parfum,"NGN 35,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F42968%2F42968.png%3Fversion%3D1644855301&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,fragrance,221
For him Parfum,"NGN 43,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F38587%2F38587.png%3Fversion%3D1620312300&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,fragrance,286
For her Parfum,"NGN 43,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F38540%2F38540.png%3Fversion%3D1632906900&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,fragrance,179
Man Eau de Toilette,"NGN 30,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F43252%2F43252.png%3Fversion%3D1635931800&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,fragrance,60
Eau de Parfum Her,"NGN 30,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F38508%2F38508.png%3Fversion%3D1607613323&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,fragrance,247
Eau de Parfum Him,"NGN 30,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F38509%2F38509.png%3Fversion%3D1611298841&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,fragrance,231
Essenza Parfum,"NGN 43,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F42503%2F42503.png%3Fversion%3D1697453103&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,fragrance,590
Mister Giordani Aqua Eau de Toilette,"NGN 30,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F42837%2F42837.png%3Fversion%3D1695150026&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,fragrance,135
Essenza Blossom Parfum,"NGN 43,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F38534%2F38534.png%3Fversion%3D1602159300&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,fragrance,405
Eau de Parfum,"NGN 43,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F42741%2F42741.png%3Fversion%3D1605798000&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,fragrance,277
All or Nothing Parfum,"NGN 49,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F35679%2F35679.png%3Fversion%3D1701945000&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,fragrance,501
Eau de Parfum,"NGN 30,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F35653%2F35653.png%3Fversion%3D1607561110&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,fragrance,627
Mystery Eau de Parfum,"NGN 30,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F35681%2F35681.png%3Fversion%3D1664219700&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,fragrance,383
Amour Eau de Toilette,"NGN 21,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F35649%2F35649.png%3Fversion%3D1683810000&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,fragrance,482
Toujours Eau de Toilette,"NGN 21,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F35651%2F35651.png%3Fversion%3D1607563807&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,fragrance,414
Style Parfum,"NGN 43,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F34522%2F34522.png%3Fversion%3D1635766207&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,fragrance,670
The Secret Man Eau de Parfum,"NGN 35,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F33650%2F33650.png%3Fversion%3D1594225081&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,fragrance,705
The Secret Eau de Parfum,"NGN 35,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F33955%2F33955.png%3Fversion%3D1607624101&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,fragrance,269
Man Anti-perspirant Deodorant Spray,"NGN 8,290.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F32496%2F32496.png%3Fversion%3D1594222251&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,fragrance,590
Ultimate Gel Nail Lacquer Step 1,"NGN 5,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F41187%2F41187.png%3Fversion%3D1682430300&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,makeup,40
Ultimate Gel Top Coat Step 2,"NGN 9,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F43185%2F43185.png%3Fversion%3D1682433020&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,makeup,50
Irresistible Touch High Shine Lipstick,"NGN 11,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F38863%2F38863.png%3Fversion%3D1625655600&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,makeup,101
Natural Multi-purpose Balm,"NGN 4,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F12760%2F12760.png%3Fversion%3D1656573300&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,makeup,434
Blackcurrant Multi-purpose Balm,"NGN 4,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F36151%2F36151.png%3Fversion%3D1656328503&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,makeup,268
Iconic Lipstick SPF 15,"NGN 13,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F42326%2F42326.png%3Fversion%3D1651610704&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,makeup,0
5-in-1 Wonder Lash XXL Mascara Waterproof,"NGN 8,290.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F40697%2F40697.png%3Fversion%3D1681301701&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,makeup,53
Everlasting Sync Soft Matte Foundation SPF 10 & UVA protection,"NGN 12,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F42130%2F42130.png%3Fversion%3D1612526413&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,makeup,0
Pressed Powder,"NGN 21,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F34638%2F34638.png%3Fversion%3D1602058500&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,makeup,0
Colour Unlimited Ultra Fix Lipstick,"NGN 11,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F41796%2F41796.png%3Fversion%3D1613388607&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,makeup,553
5-in-1 Wonder Lash XXL Mascara,"NGN 8,290.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F40672%2F40672.png%3Fversion%3D1666269900&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,makeup,153
Everlasting Pressed Powder,"NGN 18,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F34649%2F34649.png%3Fversion%3D1612787405&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,makeup,0
Eyeliner Stylo Jumbo,"NGN 8,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F42779%2F42779.png%3Fversion%3D1614765600&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,makeup,112
Everlasting Sync Foundation SPF 30,"NGN 12,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F35790%2F35790.png%3Fversion%3D1670232611&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,makeup,0
High Impact Eye Pencil,"NGN 6,990.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F36547%2F36547.png%3Fversion%3D1624265101&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,makeup,300
OnColour Power Face Powder,"NGN 8,490.00",,https://media-cdn.oriflame.com/productImage?externalMediaId=product-management-media%2F38802%2F38802.png%3Fversion%3D1611675902&w=896&bc=%23f5f5f5&ib=%23f5f5f5&h=896&q=30,makeup,0
